index,TYPE
645658,Theft from Vehicle
146037,Mischief
194937,Mischief
457934,Other Theft
154904,Mischief
642588,Theft from Vehicle
656164,Theft from Vehicle
626636,Theft from Vehicle
493216,Theft from Vehicle
437387,Other Theft
437203,Other Theft
631508,Theft from Vehicle
260657,Offence Against a Person
539705,Theft from Vehicle
210017,Mischief
1554,Break and Enter Commercial
773990,Theft of Vehicle
809902,Vehicle Collision or Pedestrian Struck (with Injury)
411508,Other Theft
34076,Break and Enter Commercial
139860,Mischief
301994,Other Theft
269310,Offence Against a Person
725461,Theft of Bicycle
155998,Mischief
181344,Mischief
12403,Break and Enter Commercial
219150,Offence Against a Person
103229,Break and Enter Residential/Other
423922,Other Theft
609,Break and Enter Commercial
313703,Other Theft
328261,Other Theft
631500,Theft from Vehicle
497976,Theft from Vehicle
806822,Vehicle Collision or Pedestrian Struck (with Injury)
86336,Break and Enter Residential/Other
682921,Theft from Vehicle
229787,Offence Against a Person
369970,Other Theft
261068,Offence Against a Person
42226,Break and Enter Commercial
714143,Theft of Bicycle
233129,Offence Against a Person
397696,Other Theft
281241,Other Theft
135191,Mischief
717515,Theft of Bicycle
775859,Theft of Vehicle
307110,Other Theft
441085,Other Theft
595357,Theft from Vehicle
791568,Vehicle Collision or Pedestrian Struck (with Injury)
537766,Theft from Vehicle
728857,Theft of Bicycle
800116,Vehicle Collision or Pedestrian Struck (with Injury)
552904,Theft from Vehicle
69391,Break and Enter Residential/Other
588068,Theft from Vehicle
326114,Other Theft
705044,Theft from Vehicle
305736,Other Theft
170306,Mischief
319754,Other Theft
161195,Mischief
500648,Theft from Vehicle
27071,Break and Enter Commercial
518912,Theft from Vehicle
543693,Theft from Vehicle
410079,Other Theft
510893,Theft from Vehicle
477054,Theft from Vehicle
589048,Theft from Vehicle
669688,Theft from Vehicle
287630,Other Theft
731258,Theft of Bicycle
394363,Other Theft
209657,Mischief
667043,Theft from Vehicle
264298,Offence Against a Person
658634,Theft from Vehicle
31079,Break and Enter Commercial
380449,Other Theft
68326,Break and Enter Residential/Other
119787,Mischief
39698,Break and Enter Commercial
41674,Break and Enter Commercial
553798,Theft from Vehicle
672908,Theft from Vehicle
579082,Theft from Vehicle
240535,Offence Against a Person
468054,Other Theft
361265,Other Theft
321577,Other Theft
325251,Other Theft
570222,Theft from Vehicle
403697,Other Theft
488799,Theft from Vehicle
122986,Mischief
531932,Theft from Vehicle
407666,Other Theft
691822,Theft from Vehicle
554507,Theft from Vehicle
543800,Theft from Vehicle
285291,Other Theft
493539,Theft from Vehicle
319806,Other Theft
436288,Other Theft
609400,Theft from Vehicle
633512,Theft from Vehicle
156181,Mischief
22569,Break and Enter Commercial
387534,Other Theft
717811,Theft of Bicycle
126538,Mischief
518788,Theft from Vehicle
439867,Other Theft
52883,Break and Enter Residential/Other
733163,Theft of Bicycle
38895,Break and Enter Commercial
28969,Break and Enter Commercial
315854,Other Theft
550123,Theft from Vehicle
186181,Mischief
530999,Theft from Vehicle
400024,Other Theft
649595,Theft from Vehicle
497724,Theft from Vehicle
581233,Theft from Vehicle
625360,Theft from Vehicle
568576,Theft from Vehicle
267202,Offence Against a Person
607546,Theft from Vehicle
545306,Theft from Vehicle
723305,Theft of Bicycle
115025,Mischief
239997,Offence Against a Person
9256,Break and Enter Commercial
357584,Other Theft
203579,Mischief
48122,Break and Enter Residential/Other
519866,Theft from Vehicle
642635,Theft from Vehicle
656035,Theft from Vehicle
759097,Theft of Vehicle
287416,Other Theft
533169,Theft from Vehicle
118490,Mischief
11755,Break and Enter Commercial
206759,Mischief
356400,Other Theft
696945,Theft from Vehicle
518034,Theft from Vehicle
722382,Theft of Bicycle
583590,Theft from Vehicle
631907,Theft from Vehicle
700315,Theft from Vehicle
582699,Theft from Vehicle
230106,Offence Against a Person
153224,Mischief
767563,Theft of Vehicle
173168,Mischief
334024,Other Theft
145783,Mischief
23588,Break and Enter Commercial
459430,Other Theft
799352,Vehicle Collision or Pedestrian Struck (with Injury)
144035,Mischief
245331,Offence Against a Person
9792,Break and Enter Commercial
494203,Theft from Vehicle
515576,Theft from Vehicle
689974,Theft from Vehicle
157611,Mischief
287118,Other Theft
697914,Theft from Vehicle
175189,Mischief
541813,Theft from Vehicle
189171,Mischief
167169,Mischief
431434,Other Theft
117162,Mischief
397657,Other Theft
208572,Mischief
120860,Mischief
343480,Other Theft
178063,Mischief
324709,Other Theft
278790,Offence Against a Person
559639,Theft from Vehicle
361252,Other Theft
333158,Other Theft
388436,Other Theft
314793,Other Theft
233078,Offence Against a Person
598203,Theft from Vehicle
189094,Mischief
140509,Mischief
727414,Theft of Bicycle
90794,Break and Enter Residential/Other
391550,Other Theft
247840,Offence Against a Person
339034,Other Theft
513258,Theft from Vehicle
563950,Theft from Vehicle
510193,Theft from Vehicle
370858,Other Theft
812,Break and Enter Commercial
604813,Theft from Vehicle
798336,Vehicle Collision or Pedestrian Struck (with Injury)
202295,Mischief
140749,Mischief
387771,Other Theft
523521,Theft from Vehicle
114934,Mischief
115460,Mischief
236776,Offence Against a Person
151214,Mischief
543555,Theft from Vehicle
125853,Mischief
786972,Vehicle Collision or Pedestrian Struck (with Injury)
600122,Theft from Vehicle
133719,Mischief
608640,Theft from Vehicle
619980,Theft from Vehicle
633511,Theft from Vehicle
508503,Theft from Vehicle
642139,Theft from Vehicle
507032,Theft from Vehicle
645955,Theft from Vehicle
121611,Mischief
686983,Theft from Vehicle
525830,Theft from Vehicle
605045,Theft from Vehicle
7486,Break and Enter Commercial
674474,Theft from Vehicle
346425,Other Theft
481247,Theft from Vehicle
273059,Offence Against a Person
9891,Break and Enter Commercial
226373,Offence Against a Person
396834,Other Theft
241816,Offence Against a Person
614643,Theft from Vehicle
336871,Other Theft
174844,Mischief
305178,Other Theft
402720,Other Theft
678564,Theft from Vehicle
284655,Other Theft
660978,Theft from Vehicle
349800,Other Theft
585565,Theft from Vehicle
654673,Theft from Vehicle
160437,Mischief
227594,Offence Against a Person
558705,Theft from Vehicle
269220,Offence Against a Person
750501,Theft of Vehicle
338552,Other Theft
403626,Other Theft
76261,Break and Enter Residential/Other
104276,Break and Enter Residential/Other
200610,Mischief
496696,Theft from Vehicle
182203,Mischief
391985,Other Theft
719590,Theft of Bicycle
488059,Theft from Vehicle
26544,Break and Enter Commercial
340068,Other Theft
367518,Other Theft
240459,Offence Against a Person
634163,Theft from Vehicle
125243,Mischief
543430,Theft from Vehicle
35433,Break and Enter Commercial
95015,Break and Enter Residential/Other
7875,Break and Enter Commercial
157647,Mischief
164748,Mischief
150992,Mischief
682730,Theft from Vehicle
603396,Theft from Vehicle
3308,Break and Enter Commercial
281001,Other Theft
288240,Other Theft
279399,Offence Against a Person
189263,Mischief
361464,Other Theft
284147,Other Theft
619431,Theft from Vehicle
219594,Offence Against a Person
279403,Offence Against a Person
717767,Theft of Bicycle
723474,Theft of Bicycle
422764,Other Theft
155016,Mischief
639326,Theft from Vehicle
348980,Other Theft
641425,Theft from Vehicle
63207,Break and Enter Residential/Other
638864,Theft from Vehicle
197190,Mischief
145306,Mischief
239479,Offence Against a Person
780521,Theft of Vehicle
278253,Offence Against a Person
797946,Vehicle Collision or Pedestrian Struck (with Injury)
217661,Offence Against a Person
469405,Other Theft
166105,Mischief
468053,Other Theft
174158,Mischief
588087,Theft from Vehicle
189176,Mischief
551670,Theft from Vehicle
393602,Other Theft
693774,Theft from Vehicle
609519,Theft from Vehicle
304272,Other Theft
28011,Break and Enter Commercial
388438,Other Theft
735793,Theft of Bicycle
568639,Theft from Vehicle
221660,Offence Against a Person
391560,Other Theft
383193,Other Theft
707854,Theft of Bicycle
711436,Theft of Bicycle
578911,Theft from Vehicle
798204,Vehicle Collision or Pedestrian Struck (with Injury)
563370,Theft from Vehicle
306927,Other Theft
185383,Mischief
105942,Break and Enter Residential/Other
410859,Other Theft
328874,Other Theft
577096,Theft from Vehicle
4819,Break and Enter Commercial
190309,Mischief
733532,Theft of Bicycle
575359,Theft from Vehicle
187091,Mischief
146201,Mischief
639463,Theft from Vehicle
786007,Vehicle Collision or Pedestrian Struck (with Injury)
117207,Mischief
294430,Other Theft
395758,Other Theft
392342,Other Theft
427546,Other Theft
214711,Offence Against a Person
606243,Theft from Vehicle
140532,Mischief
741176,Theft of Vehicle
636476,Theft from Vehicle
207623,Mischief
336866,Other Theft
692161,Theft from Vehicle
493683,Theft from Vehicle
227567,Offence Against a Person
181201,Mischief
245779,Offence Against a Person
636606,Theft from Vehicle
48926,Break and Enter Residential/Other
224275,Offence Against a Person
30661,Break and Enter Commercial
551456,Theft from Vehicle
534020,Theft from Vehicle
787020,Vehicle Collision or Pedestrian Struck (with Injury)
59137,Break and Enter Residential/Other
596649,Theft from Vehicle
180850,Mischief
453914,Other Theft
21222,Break and Enter Commercial
732152,Theft of Bicycle
628294,Theft from Vehicle
38323,Break and Enter Commercial
807093,Vehicle Collision or Pedestrian Struck (with Injury)
558463,Theft from Vehicle
424453,Other Theft
628090,Theft from Vehicle
197312,Mischief
405544,Other Theft
209131,Mischief
714261,Theft of Bicycle
160703,Mischief
21701,Break and Enter Commercial
109462,Break and Enter Residential/Other
287765,Other Theft
70531,Break and Enter Residential/Other
65964,Break and Enter Residential/Other
682746,Theft from Vehicle
36782,Break and Enter Commercial
605543,Theft from Vehicle
499731,Theft from Vehicle
198128,Mischief
357764,Other Theft
300518,Other Theft
15198,Break and Enter Commercial
83150,Break and Enter Residential/Other
439849,Other Theft
691177,Theft from Vehicle
544564,Theft from Vehicle
256895,Offence Against a Person
181140,Mischief
520266,Theft from Vehicle
159529,Mischief
392142,Other Theft
431914,Other Theft
588812,Theft from Vehicle
77124,Break and Enter Residential/Other
571292,Theft from Vehicle
119084,Mischief
422508,Other Theft
361179,Other Theft
342939,Other Theft
63573,Break and Enter Residential/Other
456487,Other Theft
571396,Theft from Vehicle
150875,Mischief
82661,Break and Enter Residential/Other
173505,Mischief
299644,Other Theft
340938,Other Theft
477276,Theft from Vehicle
395140,Other Theft
392862,Other Theft
565520,Theft from Vehicle
732561,Theft of Bicycle
285040,Other Theft
306255,Other Theft
698406,Theft from Vehicle
361486,Other Theft
150276,Mischief
195312,Mischief
484036,Theft from Vehicle
145685,Mischief
40847,Break and Enter Commercial
313897,Other Theft
442867,Other Theft
72985,Break and Enter Residential/Other
25754,Break and Enter Commercial
198070,Mischief
9390,Break and Enter Commercial
724333,Theft of Bicycle
495160,Theft from Vehicle
783706,Vehicle Collision or Pedestrian Struck (with Fatality)
661334,Theft from Vehicle
572774,Theft from Vehicle
33100,Break and Enter Commercial
185462,Mischief
268820,Offence Against a Person
389833,Other Theft
803733,Vehicle Collision or Pedestrian Struck (with Injury)
412353,Other Theft
59924,Break and Enter Residential/Other
365481,Other Theft
185966,Mischief
477476,Theft from Vehicle
620782,Theft from Vehicle
197714,Mischief
630009,Theft from Vehicle
529038,Theft from Vehicle
596804,Theft from Vehicle
361558,Other Theft
248046,Offence Against a Person
242285,Offence Against a Person
397128,Other Theft
175575,Mischief
682505,Theft from Vehicle
417073,Other Theft
456499,Other Theft
42438,Break and Enter Commercial
427358,Other Theft
195345,Mischief
421684,Other Theft
629798,Theft from Vehicle
392148,Other Theft
711052,Theft of Bicycle
710190,Theft of Bicycle
250989,Offence Against a Person
173560,Mischief
392990,Other Theft
231464,Offence Against a Person
727342,Theft of Bicycle
390271,Other Theft
614212,Theft from Vehicle
647801,Theft from Vehicle
564199,Theft from Vehicle
707728,Theft of Bicycle
401858,Other Theft
29233,Break and Enter Commercial
594677,Theft from Vehicle
810354,Vehicle Collision or Pedestrian Struck (with Injury)
179634,Mischief
606712,Theft from Vehicle
118336,Mischief
729252,Theft of Bicycle
118794,Mischief
326397,Other Theft
24613,Break and Enter Commercial
540360,Theft from Vehicle
293614,Other Theft
271552,Offence Against a Person
367825,Other Theft
178039,Mischief
764480,Theft of Vehicle
439857,Other Theft
416217,Other Theft
207243,Mischief
386369,Other Theft
540401,Theft from Vehicle
225062,Offence Against a Person
147952,Mischief
510892,Theft from Vehicle
106133,Break and Enter Residential/Other
753231,Theft of Vehicle
177967,Mischief
548725,Theft from Vehicle
269261,Offence Against a Person
571889,Theft from Vehicle
664567,Theft from Vehicle
134327,Mischief
235318,Offence Against a Person
738659,Theft of Bicycle
555384,Theft from Vehicle
673444,Theft from Vehicle
611095,Theft from Vehicle
342207,Other Theft
582804,Theft from Vehicle
367151,Other Theft
578824,Theft from Vehicle
479358,Theft from Vehicle
164778,Mischief
98836,Break and Enter Residential/Other
630752,Theft from Vehicle
115773,Mischief
270602,Offence Against a Person
5574,Break and Enter Commercial
436404,Other Theft
204182,Mischief
43002,Break and Enter Commercial
99847,Break and Enter Residential/Other
193446,Mischief
334779,Other Theft
381124,Other Theft
324230,Other Theft
145139,Mischief
453508,Other Theft
515119,Theft from Vehicle
797710,Vehicle Collision or Pedestrian Struck (with Injury)
377215,Other Theft
298709,Other Theft
682889,Theft from Vehicle
320949,Other Theft
168573,Mischief
565320,Theft from Vehicle
12995,Break and Enter Commercial
279060,Offence Against a Person
269293,Offence Against a Person
255780,Offence Against a Person
156777,Mischief
764947,Theft of Vehicle
336894,Other Theft
176827,Mischief
575515,Theft from Vehicle
232582,Offence Against a Person
371224,Other Theft
250968,Offence Against a Person
127611,Mischief
637264,Theft from Vehicle
582806,Theft from Vehicle
1414,Break and Enter Commercial
570670,Theft from Vehicle
157241,Mischief
224976,Offence Against a Person
609319,Theft from Vehicle
660494,Theft from Vehicle
149383,Mischief
192697,Mischief
399487,Other Theft
681355,Theft from Vehicle
573202,Theft from Vehicle
239384,Offence Against a Person
245668,Offence Against a Person
662020,Theft from Vehicle
716383,Theft of Bicycle
54933,Break and Enter Residential/Other
375418,Other Theft
361548,Other Theft
306569,Other Theft
40405,Break and Enter Commercial
220143,Offence Against a Person
